Scene ID,Chapter,Sentence Count,Duration (Sec),Visual Summary,Video Prompt
CH05_SC003c,5,1,4,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Người tốt sẽ gặp lành, kẻ xấu sẽ gặp họa.","steady shot showing a flat 2D vector graphic of a white angel wings icon on the left, and a black broken heart icon on the right, balanced on a scale, on a solid dark gray background. Symmetrical composition, clean outlines. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH05_SC003d,5,1,8,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Nếu chúng ta chứng kiến một người vô tội phải chịu đau khổ mà không thể làm gì để giúp đỡ, thế giới quan an toàn của chúng ta sẽ bị đe dọa.","steady shot showing a flat 2D vector graphic of a shield cracking down the middle under a heavy hammer strike vector, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH05_SC003e,5,1,8,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Để tự trấn an rằng mình sẽ không chịu bi kịch đó, bộ não chọn cách tin rằng nạn nhân chắc chắn đã làm sai điều gì đó để đáng bị trừng phạt.","steady shot showing the clean black silhouette of a person looking through a mirror where their reflection is pointing a finger at them, set against a dark purple and indigo gradient background. Moody lighting, deep shadows. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH05_SC004a,5,1,8,"Bóng đen người đàn ông ngồi thiền, các đường hào quang ảo ảnh tỏa ra xung quanh.","steady shot showing the clean black silhouette of a person sitting in meditation, while a giant finger points down at them from the sky, set against a dark red and black gradient background. Symmetrical layout, dramatic chiaroscuro. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH05_SC004b,5,1,5,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Hill tuyên bố vũ trụ phản chiếu hoàn hảo suy nghĩ của bạn.","steady shot showing a flat 2D vector graphic of a human silhouette facing a large mirror which reflects the exact same silhouette with glowing golden rays, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH05_SC004c,5,1,8,"Bóng đen người đàn ông ngồi thiền, các đường hào quang ảo ảnh tỏa ra xung quanh.","steady shot showing the clean black silhouette of a sick person lying in a hospital bed under a single cold spotlight, with a red question mark symbol glowing above their head, set against a dark teal gradient background. Moody lighting, deep shadows. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH05_SC005a,5,1,8,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Đây là một liều thuốc an thần hệ tư tưởng cực kỳ hữu hiệu cho các bất ổn cấu trúc vĩ mô của xã hội.","steady shot showing a flat 2D vector graphic of a giant pill capsule labeled ""LOA"" in English with golden dust leaking out, on a solid dark gray background. Symmetrical layout, soft warm lighting. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH05_SC005b,5,1,7,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Thực tế nghèo đói và bế tắc đến từ biến số vĩ mô, thiếu đặc quyền, hoặc rủi ro ngẫu nhiên.","steady shot showing a flat 2D vector graphic of a complex bar chart showing widening wealth gaps and social classes as steps that are impossible to climb, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH05_SC005c,5,1,4,"Bóng đen người đàn ông ngồi thiền, các đường hào quang ảo ảnh tỏa ra xung quanh.","steady shot showing the clean black silhouette of a person carrying a giant, heavy stone shaped like a brain on their back, set against a dark gray and orange gradient background. Symmetrical composition, dramatic chiaroscuro. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH05_SC005d,5,1,5,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Nó giải phóng các cấu trúc bất bình đẳng khỏi trách nhiệm xã hội.","steady shot showing a flat 2D vector graphic of a massive modern bank building silhouette with columns, surrounded by a glowing bubble shielding it from tiny arrow vectors, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH05_SC005e,5,1,7,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Đồng thời, nó bắt nạn nhân tự trừng phạt mình vì chưa đủ khát khao hoặc tư duy còn nghèo đói.","steady shot showing the clean black silhouette of a man looking at a mirror and hitting his own head in frustration, set against a dark red and grey gradient background. Moody lighting, deep shadows. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH05_SC006a,5,1,5,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Nhưng ngộ nhận này không chỉ xuất hiện khi chúng ta thất bại.","steady shot showing the clean black silhouette of a man walking on a flat, stable path that slowly tilts upward, set against a dark teal and gold gradient background. Moody backlight, deep silhouettes. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH05_SC006b,5,1,8,"Biểu đồ cột doanh số màu xanh lá cây tăng vọt thẳng đứng.","steady shot showing a flat 2D vector graphic of a bar chart with bright green columns rising rapidly towards the top right, with a green arrow pointing straight up, on a solid dark gray background. Symmetrical composition, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH05_SC007a,5,1,8,"Biểu đồ cột doanh số màu xanh lá cây tăng vọt thẳng đứng.","slow camera panning showing the clean black silhouette of a businessman sitting in an office, reading a gold-covered book while money bags stack up on his desk, set against a dark teal and amber gradient background. Moody lighting, deep silhouettes. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH05_SC007b,5,1,7,"Silhouette một người đàn ông đội mũ phớt che nửa mặt đi vào bóng tối đường phố.","steady shot showing the clean black silhouette of a man bowing reverently before a giant glowing gold book on a pedestal, set against a dark purple and gold gradient background. Symmetrical composition, dramatic chiaroscuro. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH05_SC007c,5,1,6,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Họ tự thuyết phục bản thân rằng chính tư duy mới đã thu hút sự thịnh vượng này.","steady shot showing the clean black silhouette of a man pointing to his head while standing next to a mountain of gold coins, set against a dark teal and violet gradient background. Moody backlight, deep silhouettes. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH05_SC007d,5,1,8,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Khoa học tâm lý gọi hiện tượng này là Thiên kiến quy kết vị kỷ (Self-serving bias) và Ngụy biện nhân quả giả tạo (Post hoc fallacy).","steady shot showing a flat 2D vector graphic of a balance scale with a brain silhouette on one side and a dollar bill on the other, with the English labels ""SELF-SERVING BIAS"" appearing, on a solid dark gray background. Symmetrical composition, clean outlines. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH05_SC008a,5,1,8,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Khi đạt được kết quả tốt, bộ não luôn có xu hướng giải thích mọi chuyện theo hướng có lợi cho lòng kiêu hãnh của mình.","steady shot showing the clean black silhouette of a person wearing a crown and looking down at a crowd from a high platform, set against a dark orange and gold gradient background. Symmetrical layout, soft warm lighting. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH05_SC008b,5,1,8,"Bóng đen người đàn ông ngồi thiền, các đường hào quang ảo ảnh tỏa ra xung quanh.","steady shot showing the clean black silhouette of a surfer riding a massive wave made of glowing blue charts and dollar sign vectors, set against a dark blue and teal gradient background. Moody backlight, deep silhouettes. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH05_SC008c,5,1,8,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Chúng ta vô tình nhầm lẫn việc hai sự kiện diễn ra cùng lúc với một mối quan hệ nhân quả thực chất.","steady shot showing a flat 2D vector graphic of two puzzle pieces that do not match but are forced together by a red arrow, on a solid dark gray background. Symmetrical layout, soft warm lighting. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH05_SC008d,5,1,8,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Chúng ta quên đi những mảnh ghép thực tế đã âm thầm tạo nên thành quả: từ uy tín tích lũy lâu năm của thương hiệu, lòng trung thành của cộng sự, cho đến nhu cầu thị trường thay đổi và cả những may mắn ngẫu nhiên của thời cuộc.","steady shot showing a flat 2D vector graphic of a large gears mechanism with labels ""MARKET"", ""TEAM"", ""LUCK"" in English turning together smoothly, on a solid dark gray background. Symmetrical composition, clean outlines. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH05_SC009a,5,1,8,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Cái bẫy ngọt ngào này ru ngủ ta trong ảo tưởng rằng ý chí có thể thay đổi mọi quy luật vật lý.","steady shot showing the clean black silhouette of a person trying to push a giant stone wall that represents gravity, with a smile on their face, set against a dark purple and indigo gradient background. Moody lighting, deep shadows. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH05_SC009b,5,1,5,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Nhưng thị trường và cuộc đời luôn vận động theo chu kỳ hình sin.","steady shot showing a flat 2D vector graphic of a bright red sine wave line moving up and down across a grid, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH05_SC009c,5,1,8,"Vị guru thuyết pháp trên bục cao rực rỡ, bên dưới là những chiếc bóng đen sùng kính.","steady shot showing the clean black silhouette of a preacher on a high podium under a dark, stormy sky, with rain pouring down on the crowd of silhouettes below who are looking down in despair, set against a dark blue and grey gradient background. Moody lighting, deep shadows. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH05_SC009d,5,1,8,"Bóng đen người đàn ông ngồi thiền, các đường hào quang ảo ảnh tỏa ra xung quanh.","steady shot showing the clean black silhouette of a person sitting in meditation under a dark thundercloud with red rain falling, set against a dark red and black gradient background. Symmetrical composition, dramatic chiaroscuro. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH05_SC010a,5,1,8,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Mọi ngộ nhận này, dù là niềm kiêu ngạo của người thắng hay sự tự trừng phạt của người thua, thực chất đều chung một cội nguồn: đó là nỗ lực áp đặt ý chí chủ quan lên những quy luật khách quan của thực tế.","steady shot showing the clean black silhouette of a man trying to steer a ship in the middle of a massive hurricane with dark waves, clutching a paper steering wheel, set against a dark blue and charcoal gradient background. Moody lighting, deep shadows. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH05_SC011a,5,1,8,"Hai cột đá cổ Hy Lạp dựng đứng phân chia ranh giới: một bên sáng, một bên tối.","steady shot showing two large stone Greek pillars standing side-by-side, dividing the screen. The left side is brightly lit with golden sun rays, and the right side is in deep dark shadow with raindrops, set against a dark gray background. Symmetrical composition, high contrast. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH05_SC011b,5,1,4,"Hai cột đá cổ Hy Lạp dựng đứng phân chia ranh giới: một bên sáng, một bên tối.","slow camera panning showing a flat 2D vector graphic of a stone bust of an ancient philosopher under a soft spotlight, with the English text ""CONTROL"" and ""NOT IN CONTROL"" on two sides, on a solid dark gray background. Soft warm lighting, clean outlines. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH05_SC011c,5,1,8,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Đó là phân định rạch ròi giữa những gì nằm trong tầm kiểm soát của ý chí cá nhân, và những gì không.","steady shot showing a flat 2D vector graphic of a straight white line dividing a screen, separating a hand icon on the left and a storm cloud icon on the right, on a solid dark gray background. Symmetrical layout, soft warm lighting. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH05_SC011d,5,1,8,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Hoàn cảnh vĩ mô, bệnh tật, và hành vi của người khác là những thứ hoàn toàn nằm ngoài tầm tay của chúng ta.","steady shot showing a flat 2D vector graphic of an umbrella shielding a small figure from giant falling rocks labeled ""MARKET"", ""ILLNESS"", ""OTHERS"" in English, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH05_SC011e,5,1,5,"Bóng đen người đàn ông ngồi thiền, các đường hào quang ảo ảnh tỏa ra xung quanh.","steady shot showing the clean black silhouette of a man meditating, trying to hold a floating globe of Earth with glowing yellow strings attached to his temples, set against a dark purple and gold gradient background. Symmetrical layout, glowing backlight. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH05_SC011f,5,1,6,"Silhouette người ngồi thiền nhăn mặt căng thẳng, đầu đầy các tia sét đỏ xung đột.","steady shot showing the clean black silhouette of a person sitting in meditation with clenched fists and a strained posture, with red cracks spreading across their silhouette body, set against a dark red and black gradient background. Symmetrical composition, dramatic chiaroscuro. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH05_SC011g,5,1,6,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Khi thực tế không như ý, nỗ lực kiểm soát ảo tưởng này lập tức đổ vỡ.","steady shot showing a flat 2D vector graphic of a glass house shattering into pieces, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH05_SC011h,5,1,7,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Nó đẩy bạn vào bất toại nguyện kinh niên (Dukkha) và sự tự trách bản thân không có lối thoát.","steady shot showing the clean black silhouette of a man walking in a circle in a dark room, with his own shadows pointing at him, set against a dark gray and indigo gradient background. Moody lighting, deep shadows. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH05_SC012a,5,1,8,"Bóng đen người đàn ông tự đấm vào ngực mình trong ân hận dưới ánh đèn đơn độc.","steady shot showing the clean black silhouette of a man sitting alone under a single cold blue hanging lightbulb, clutching his chest in regret and anxiety, set against a dark charcoal gradient background. Symmetrical composition, dramatic chiaroscuro. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH06_SC001a,6,1,4,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Trong tâm lý học lâm sàng có một khái niệm quan trọng.","steady shot showing the clean black silhouette of a person standing before a large, glowing green clinical chart, set against a dark teal and violet gradient background. Moody backlight, deep silhouettes. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH06_SC001b,6,1,5," Silhouette một người ôm đầu, xung quanh lơ lửng các ký hiệu cảnh báo đỏ.","steady shot showing the clean black silhouette of a person sitting curled up, holding their head in distress, with glowing red warning triangle icons floating around them, set against a dark red and black gradient background. Symmetrical composition, dramatic chiaroscuro. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH06_SC001c,6,2,7,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Đó là Thang đo Dung hợp Suy nghĩ - Hành động (TAF).","steady shot showing a flat 2D vector graphic of a balance scale with a brain outline on one side and a heavy iron block labeled ""ACTION"" in English on the other, perfectly balanced, on a solid dark gray background. Symmetrical composition, clean outlines. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH06_SC001d,6,1,8,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Người bệnh tin rằng chỉ cần xuất hiện ý nghĩ tiêu cực trong đầu, nó sẽ lập tức biến thành lực vật lý thu hút tai họa bên ngoài.","steady shot showing the clean black silhouette of a person's head with a dark storm cloud inside their brain, sending down a lightning bolt to strike a small house silhouette below, set against a dark indigo and grey gradient background. Moody lighting, deep shadows. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH06_SC002a,6,1,8,"Bóng đen người đàn ông ngồi thiền, các đường hào quang ảo ảnh tỏa ra xung quanh.","steady shot showing the clean black silhouette of a person sitting in meditation, with a giant neon yellow arrow looping from their head back to their heart, set against a dark purple and gold gradient background. Symmetrical layout, glowing backlight. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH06_SC003a,6,1,8,"Bóng đen người đàn ông ngồi thiền, các đường hào quang ảo ảnh tỏa ra xung quanh.","steady shot showing the clean black silhouette of a person meditating, surrounded by multiple glowing security camera vectors pointing directly at their head, set against a dark gray and teal gradient background. Symmetrical composition, dramatic chiaroscuro. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH06_SC003b,6,1,8,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Bạn đè nén mọi nỗi buồn, đàn áp sự lo âu, lo sợ rằng chỉ cần một khoảnh khắc tinh thần chùng xuống, bạn sẽ thu hút vận xui và sự nghèo đói.","steady shot showing the clean black silhouette of a hand trying to force a dark stormy cloud down into a small chest, with sparks of red light escaping, set against a dark purple and indigo gradient background. Moody lighting, deep shadows. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH06_SC003c,6,1,8,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Nhưng nỗ lực ức chế suy nghĩ này chính là cơ chế hoàn hảo nhất để làm suy kiệt hệ thần kinh.","steady shot showing a flat 2D vector graphic of a battery outline draining from green to blinking red, with a warning exclamation mark icon next to it, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH06_SC003d,6,1,8,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Khi bạn nghiến răng ra lệnh cho bộ não không được nghĩ về thất bại, hình ảnh thất bại chính thức được in chết vào trung tâm trí nhớ của bạn.","steady shot showing a flat 2D vector graphic of a brain outline with the English word ""FAILURE"" stamped in big red letters right in the center, on a solid dark gray background. Symmetrical layout, soft warm lighting. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH06_SC003e,6,1,5,"Các phân tử cortisol màu đỏ độc hại luồn lách qua các sợi dây thần kinh màu xám.","steady shot showing a flat 2D vector graphic of a grey neural network with tiny, sharp red particles labeled ""CORTISOL"" in English drifting along the fibers, on a solid dark gray background. Symmetrical composition, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH06_SC003f,6,1,5,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Nó đẩy bạn vào lo âu mãn tính và kiệt quệ năng lượng nhận thức.","steady shot showing the clean black silhouette of a person walking inside a dark, endless maze of grey brick walls under a cloudy sky, set against a dark grey and blue gradient background. Moody lighting, deep shadows. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH06_SC004a,6,1,7,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Tác hại thực tế của việc ép buộc tích cực này đã được định lượng một cách chính xác.","steady shot showing a flat 2D vector graphic of a document labeled ""BEHAVIORAL REPORT"" in English under a bright spotlight, with a red stamp ""QUANTIFIED"" appearing, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH06_SC004b,6,1,8,"Biểu đồ tài chính dốc xuống với biểu tượng đồng xu Bitcoin bị nứt làm đôi.","steady shot showing a flat 2D vector graphic of a financial line chart plunging sharply downwards, with a gold coin with a dollar symbol cracked in two, on a solid dark gray background. Symmetrical composition, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH06_SC004c,6,1,8,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Kết quả chỉ ra rằng: những người có điểm số cao trên Thang đo Biểu hiện hóa không hề trở nên giàu có hơn.","steady shot showing a flat 2D vector graphic of a survey paper with a high score ""98/100"" next to a digital bank balance of ""$0.00"" in English, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH06_SC004d,6,1,8," Silhouette người đàn ông ngồi gục đầu bên đống hóa đơn nợ nần chồng chất dưới ánh đèn bàn leo lét.","steady shot showing the clean black silhouette of a man sitting at a desk with his head down in despair, surrounded by stacks of papers and a red chart line pointing downwards, set against a dark teal and gray gradient background. Symmetrical composition, dramatic chiaroscuro. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH06_SC004e,6,1,6,"Mạng lưới phễu lọc chặn các chấm tròn xám nhiễu và chỉ cho chiếc chìa khóa vàng đi qua.","steady shot showing a flat 2D vector graphic of a mesh funnel filter with large holes letting grey dust and broken pieces fall through, failing to block them, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH06_SC004f,6,1,5,"Biểu đồ tài chính dốc xuống với biểu tượng đồng xu Bitcoin bị nứt làm đôi.","slow camera panning showing a flat 2D vector graphic of a golden coin falling into a dark, bottomless funnel, with glowing red arrow lines pointing down, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH06_SC004g,6,1,5,"Bóng đen người đàn ông ngồi thiền, các đường hào quang ảo ảnh tỏa ra xung quanh.","steady shot showing the clean black silhouette of a person meditating in front of a safe vault, with the vault door swinging open and money flying out, set against a dark purple and indigo gradient background. Moody backlight, deep silhouettes. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH06_SC005a,6,1,5,"Mặt nạ cười bằng sứ trắng bị nứt vỡ, để lộ khuôn mặt u sầu phía sau.","steady shot showing a flat 2D vector graphic of a smiling white porcelain mask with thin cracks spreading across the surface, slowly cracking open to reveal a sad blue crying eye vector behind it, on a solid dark gray background. Symmetrical composition, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH06_SC005b,6,1,6,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Năm 2016, một nghiên cứu dọc bảy tháng được công bố trên tạp chí Khoa học Tâm lý.","steady shot showing a flat 2D vector graphic of a calendar page with pages flipping rapidly from January to July under a warm lamp, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH06_SC005c,6,1,5,"Mặt nạ cười bằng sứ trắng bị nứt vỡ, để lộ khuôn mặt u sầu phía sau.","steady shot showing a flat 2D vector graphic of a syringe with a glowing pink liquid labeled ""HOPE"" in English, slowly emptying its content, on a solid dark gray background. Symmetrical layout, soft warm lighting. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
